Date,Close,High,Low,Open,Volume,day_of_week,month,year,is_month_start,is_month_end,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI_14,BB_middle,BB_std,BB_upper,BB_lower,daily_return,volatility_5d,volatility_20d,momentum_5d,momentum_20d,future_price_5d,future_return_5d,price_up_5d
2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200,1,3,2020,0,0,,,,59.91259765625,59.91259765625,0.0,0.0,,,,,,,,,,,61.71084976196289,0.030014590855005352,1
2020-03-25,59.58255386352539,62.67185674280047,59.28648516369984,60.85176409780143,303602000,2,3,2020,0,0,,,,59.86182168813852,59.88814996790003,-0.026328279761507645,-0.0052656559523015295,,,,,,-0.0055087545130031446,,,,,58.46379852294922,-0.018776559043418906,0
2020-03-26,62.71797180175781,62.77621240154902,59.78640854897909,59.82523808416542,252087200,3,3,2020,0,0,,,,60.3012293979261,60.09776640003764,0.20346299788845812,0.0364800748158504,,,,,,0.0526230873791369,,,,,59.43937301635742,-0.05227526801669469,0
2020-03-27,60.121299743652344,62.09427759244869,59.9538506329564,61.33712026024568,204216800,4,3,2020,0,0,,,,60.273547912653214,60.09950961067577,0.17403830197744696,0.06399172024816972,,,,,,-0.04140236017697074,,,,,58.58514404296875,-0.025550939637591252,0
2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.8493420241544,167976400,0,3,2020,0,0,60.834293365478516,,,60.514085735661496,60.22821584412253,0.28586989153896525,0.10836735450632884,,,,,,0.02853803936159638,,,,,63.69596862792969,0.03006167100858037,1
2020-03-31,61.71084976196289,63.700817094858024,61.15511640489983,62.0287624061651,197002000,1,3,2020,0,1,61.19394378662109,,,60.6982032781694,60.338040578777374,0.3601626993920277,0.15872642348346863,,,,,,-0.002040750860106022,0.035793812954224104,,0.030014590855005352,,62.958213806152344,0.02021304274695468,1
2020-04-01,58.46379852294922,60.35912091217952,58.03183020107801,59.82037323829742,176218400,2,4,2020,1,0,60.97019271850586,,,60.35444870044322,60.19920783390121,0.15524086654200886,0.15802931209517668,,,,,,-0.05261718565760343,0.04479425264940896,,-0.018776559043418906,,64.56959533691406,0.10443722385859155,1
2020-04-02,59.43937301635742,59.49276269917482,57.49066070248686,58.32547715782636,165934000,3,4,2020,0,0,60.31447296142578,,,60.213667825968486,60.14292377334241,0.07074405262607542,0.14057226020135644,,,,,,0.016686813345274665,0.0355770616969694,,-0.05227526801669469,,65.03556823730469,0.09414963410544752,1
2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000,4,4,2020,0,0,60.007241821289064,,,59.96312570550699,60.02753268220362,-0.06440697669663109,0.09957641282175894,,,,,,-0.014371433109726661,0.03145953514153875,,-0.025550939637591252,,66.3120346069336,0.13189163720921515,1
2020-04-06,63.69596862792969,63.85127936413574,60.51930084799207,60.88817032671101,201820400,0,4,2020,0,0,60.37902679443359,,,60.53740923203356,60.29926867818333,0.23814055385022925,0.127289241027453,,,,,,0.08723755259887134,0.051537799598205876,,0.03006167100858037,,69.66102600097656,0.09364889963273582,1
2020-04-07,62.958213806152344,65.93588999958892,62.85386360925453,65.7174729657415,202887200,1,4,2020,0,0,60.628499603271486,,,60.90984070497491,60.496227576551405,0.4136131284235063,0.18455401850666367,,,,,,-0.011582441364332285,0.052128546795515186,,0.02021304274695468,,69.02518463134766,0.09636504053109651,1
2020-04-08,64.56959533691406,64.88507503558087,63.39503001062034,63.76147021932345,168895200,2,4,2020,0,0,61.84965896606445,,,61.4728798791194,60.797958521763455,0.6749213573559416,0.2826274862765193,,,,,,0.025594460727922597,0.04104713119039012,,0.10443722385859155,,69.57365417480469,0.0774986866772236,1
2020-04-09,65.03556823730469,65.54034490177258,64.2371593478181,65.2078757268952,161834800,3,4,2020,0,0,62.96889801025391,,,62.02098578037867,61.111855537729475,0.9091302426491978,0.407928037551055,,,,,,0.007216599360105214,0.04149540153871042,,0.09414963410544752,,68.62963104248047,0.05526303379193376,1
2020-04-13,66.3120346069336,66.42124311579434,64.5113532264987,65.1131997931994,131022800,0,4,2020,0,0,64.51427612304687,,,62.6811471383102,61.49705398730015,1.1840931510100532,0.5631610602428547,64.4239793947819,,,,,0.01962720407041396,0.03726708948048108,,0.13189163720921515,,67.20509338378906,0.013467521878179456,1
2020-04-14,69.66102600097656,69.95224385539356,67.47691431078215,67.95014147271534,194994800,1,4,2020,0,0,65.70728759765625,,,63.75497465564349,62.10179265497988,1.6531820006636053,0.781165248327005,69.09037068379226,,,,,0.050503523438757414,0.022955585729659903,,0.09364889963273582,,65.12776184082031,-0.06507604639777631,0
2020-04-15,69.02518463134766,69.48627323972364,68.10300741459568,68.5325465687292,131154400,2,4,2020,0,0,66.92068176269531,,,64.5657761903672,62.6146365050812,1.9511396852860017,1.0151601357188045,68.27267684751334,,,,,-0.009127648645599784,0.022170273915649734,,0.09636504053109651,,67.0036849975586,-0.02928640675987415,0
2020-04-16,69.57365417480469,69.94010189303526,68.52042803590564,69.74110330393147,157125200,3,4,2020,0,0,67.92149353027344,,,65.33621895720374,63.130119295431086,2.2060996617726545,1.2533480409295745,64.74266277767552,,,,,0.007945933739783806,0.022215558001746925,,0.0774986866772236,,66.74400329589844,-0.04067129881947429,0
2020-04-17,68.62963104248047,69.63675500516926,67.1881169210457,69.08829799292641,215250000,4,4,2020,0,0,68.64030609130859,,,65.842897739554,63.53749053595326,2.305407203600744,1.4637598734638084,69.69656240407409,,,,,-0.013568686933596252,0.0257536309235687,,0.05526303379193376,,68.67088317871094,0.00060108346211174,1
2020-04-20,67.20509338378906,68.35781862849281,67.18568232250739,67.45263070247596,130015200,0,4,2020,0,0,68.81891784667968,,,66.05246630020555,63.80916482097813,2.2433014792274193,1.6196681946165308,62.59673115649142,,,,,-0.020756889364735853,0.02857900469522441,,0.013467521878179456,,68.71940612792969,0.022532707982307443,1
