Date,Close,High,Low,Open,Volume,day_of_week,month,year,is_month_start,is_month_end,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI_14,BB_middle,BB_std,BB_upper,BB_lower,daily_return,volatility_5d,volatility_20d,momentum_5d,momentum_20d,future_price_5d,future_return_5d,price_up_5d
2020-03-24,97.00499725341795,97.75,95.01699829101562,97.5749969482422,142942000,1,3,2020,0,0,,,,97.00499725341795,97.00499725341795,0.0,0.0,,,,,,,,,,,97.48600006103516,0.004958536376848954,1
2020-03-25,94.29199981689452,97.51300048828124,94.28900146484376,96.03450012207033,129582000,2,3,2020,0,0,,,,96.58761303241435,96.80403448034214,-0.21642144792778595,-0.04328428958555719,,,,,,-0.027967604900147047,,,,,95.38500213623048,0.011591676085547675,1
2020-03-26,97.77449798583984,97.82450103759766,94.4645004272461,95.0999984741211,124426000,3,3,2020,0,0,,,,96.77021071755674,96.87592066593456,-0.10570994837782166,-0.055769421344010084,,,,,,0.03693312450375408,,,,,95.94149780273438,-0.018747221625939003,0
2020-03-27,95.00499725341795,96.989501953125,94.99600219726562,96.54299926757812,107758000,4,3,2020,0,0,,,,96.49863941538153,96.73733374648889,-0.23869433110735372,-0.09235440329667882,,,,,,-0.028325389436650306,,,,,95.32949829101562,0.0034156207250033432,1
2020-03-30,98.19750213623048,98.68150329589844,95.61699676513672,96.1415023803711,122522000,0,3,2020,0,0,96.45479888916016,,,96.76000291089676,96.84549436795123,-0.08549145705447359,-0.09098181404823778,,,,,,0.03360354691971401,,,,,99.87950134277344,0.017128737187321663,1
2020-03-31,97.48600006103516,99.6510009765625,97.20050048828124,98.21749877929688,102472000,1,3,2020,0,1,96.55099945068359,,,96.87169478014881,96.8929392341056,-0.02124445395678265,-0.07703434202994676,,,,,,-0.007245622950859287,0.03209545591432033,,0.004958536376848954,,100.58000183105467,0.031737908705684825,1
2020-04-01,95.38500213623048,97.2480010986328,94.6500015258789,96.64849853515624,82438000,2,4,2020,1,0,96.76959991455078,,,96.6429728349306,96.78124018981855,-0.13826735488794384,-0.08928094460154617,,,,,,-0.021551791267353848,0.030726918683005002,,0.011591676085547675,,102.1500015258789,0.07092309312932166,1
2020-04-02,95.94149780273438,96.37650299072266,94.5,95.08200073242188,86720000,3,4,2020,0,0,96.40299987792969,,,96.53505359920811,96.71903705003453,-0.18398345082641754,-0.10822144584652045,,,,,,0.005834205106051149,0.024596699728294997,,-0.018747221625939003,,102.13800048828124,0.06458626170593584,1
2020-04-03,95.32949829101562,96.31649780273438,94.4574966430664,95.55750274658205,72198000,4,4,2020,0,0,96.46790008544923,,,96.34958355179388,96.61610825307017,-0.2665247012762819,-0.13988209693247275,,,,,,-0.0063788821910731874,0.020719997652001852,,0.0034156207250033432,,108.44349670410156,0.13756495783762945,1
2020-04-06,99.87950134277344,99.9260025024414,96.5009994506836,96.8000030517578,115464000,0,4,2020,0,0,96.8042999267578,,,96.8926478273292,96.85784107452967,0.0348067527995255,-0.1049443269860731,,,,,,0.04772922477644714,0.02646775589416746,,0.017128737187321663,,114.16600036621094,0.1430373483184313,1
