Date,Close,High,Low,Open,Volume,day_of_week,month,year,is_month_start,is_month_end,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI_14,BB_middle,BB_std,BB_upper,BB_lower,daily_return,volatility_5d,volatility_20d,momentum_5d,momentum_20d,future_price_5d,future_return_5d,price_up_5d
2020-03-24,0.1595129966735839,0.1626940071582794,0.1533849984407425,0.1587840020656585,51348793,1,3,2020,0,0,,,,0.1595129966735839,0.1595129966735839,0.0,0.0,,,,,,,,,,,0.144228994846344,-0.09581665535703032,0
2020-03-25,0.1533460021018982,0.1606609970331192,0.1515049934387207,0.1596390008926391,53328323,2,3,2020,0,0,,,,0.15856422827793995,0.15905618226086643,-0.0004919539829264796,-9.839079658529593e-05,,,,,,-0.03866139249020195,,,,,0.1553570032119751,0.013114141109075605,1
2020-03-26,0.1588889956474304,0.159180000424385,0.151524007320404,0.1533460021018982,54441140,3,3,2020,0,0,,,,0.1586141924886308,0.15904379806727859,-0.0004296055786477959,-0.00016463375299779595,,,,,,0.036146971355985436,,,,,0.1546539962291717,-0.02665382458364851,0
2020-03-27,0.1577350050210952,0.1656470000743866,0.15726999938488,0.1588670015335083,67581402,4,3,2020,0,0,,,,0.1584789328782407,0.15894685043422796,-0.00046791755598726836,-0.00022529051359569042,,,,,,-0.007262873187869223,,,,,0.1546330004930496,-0.019665923411425035,0
2020-03-28,0.1495649963617324,0.1571979969739914,0.1458609998226165,0.1571979969739914,49928135,5,3,2020,0,0,0.15580959916114803,,,0.1571075580295471,0.15825189828070976,-0.0011443402511626677,-0.0004091004611090859,,,,,,-0.05179578659962103,,,,,0.1582659929990768,0.05817535418715547,1
2020-03-29,0.144228994846344,0.1511829942464828,0.1436489969491958,0.1495179980993271,46495007,6,3,2020,0,0,0.15275279879570003,,,0.15512624061674662,0.15721316469297897,-0.0020869240762323438,-0.0007446651841337375,,,,,,-0.03567680704168874,0.035064890071194156,,-0.09581665535703032,,0.1588180065155029,0.10115172531502048,1
2020-03-30,0.1553570032119751,0.1558890044689178,0.1432520002126693,0.1445800065994262,41837656,0,3,2020,0,0,0.1531549990177154,,,0.15516174255447407,0.15707567124994165,-0.0019139286954675816,-0.0009785178864005063,,,,,,0.07715514052834149,0.052912575498515066,,0.013114141109075605,,0.1778769940137863,0.14495639292864082,1
2020-03-31,0.1546539962291717,0.1573199927806854,0.1523869931697845,0.1551889926195144,55109430,1,3,2020,0,1,0.15230799913406368,,,0.1550836277351968,0.1568962879150698,-0.001812660179872999,-0.0011453463450950049,,,,,,-0.004525106485506747,0.049709278972907625,,-0.02665382458364851,,0.1712000072002411,0.10698728370750232,1
2020-04-01,0.1546330004930496,0.1557469964027404,0.1488499939441681,0.1546539962291717,54771424,2,4,2020,1,0,0.15168759822845457,,,0.15501430046717415,0.15672863699492015,-0.0017143365277459965,-0.0012591443816252032,,,,,,-0.00013575941543075842,0.04970960367811003,,-0.019665923411425035,,0.1859059929847717,0.2022400935893871,1
2020-04-02,0.1582659929990768,0.1625930070877075,0.1532540023326873,0.1549209952354431,54655996,3,4,2020,0,0,0.15342779755592345,,,0.15551456085669763,0.15684251521745027,-0.0013279543607526423,-0.001272906377450691,,,,,,0.02349428966936773,0.04204380252900246,,0.05817535418715547,,0.1852419972419738,0.170447256114296,1
